ID,Category,Stage,Filename,Status,Criticality,Scope,Rows,Columns,Size_MB,Original_Path,Package_Path,Produced_By,Used_By,Key_Columns,Description,Notes,SHA256,Duplicate_IDs
39,04_DigitalTwin_V2,V2 sparse personalization,P123_Personalization_Summary.csv,Current/Canonical,Core model output,A1–A3 development,28,6,0.0027,/mnt/data/DigitalTwin_V2_Personalized/P123_Personalization_Summary.csv,spreadsheets_original_csv/04_DigitalTwin_V2/P123_Personalization_Summary.csv,02_digital_twin_v2_personalized_original.py,V2 report; V3; reviewer baselines; figures,"target, calibration_fraction, mean_R2, mean_MAE, mean_Spearman, mean_Top10_overlap",Development-level average personalization metrics summarized by target and calibration fraction.,,5b4fd4830b959fb796571e40572ff65974070be7673d28da36628c688f66bd65,
40,04_DigitalTwin_V2,V2 sparse personalization,P4_PERSONALIZED_TEST_METRICS.csv,Current/Canonical,Core model output,A4,28,9,0.0034,/mnt/data/DigitalTwin_V2_Personalized/P4_PERSONALIZED_TEST_METRICS.csv,spreadsheets_original_csv/04_DigitalTwin_V2/P4_PERSONALIZED_TEST_METRICS.csv,02_digital_twin_v2_personalized_original.py,V2 report; V3; reviewer baselines; figures,"target, calibration_fraction, n_calibration, n_evaluation, R2, MAE, RMSE, Spearman, Top10_overlap",A4 sparse-personalization performance metrics on non-anchor nodes for each target and each calibration fraction.,,f7939cc5ada54563709032e20e61362bee81557c0886792500087abfbe36ddc2,
41,04_DigitalTwin_V2,V2 sparse personalization,P4_Personalized_Predictions.csv,Current/Canonical,Core model output,A4,4055,31,2.2417,/mnt/data/DigitalTwin_V2_Personalized/P4_Personalized_Predictions.csv,spreadsheets_original_csv/04_DigitalTwin_V2/P4_Personalized_Predictions.csv,02_digital_twin_v2_personalized_original.py,V2 report; V3; reviewer baselines; figures,"x_mm, y_mm, z_mm, TAWSS_vector_Pa_personalized_1pct, TAWSS_vector_Pa_personalized_2pct, TAWSS_vector_Pa_personalized_5pct, TAWSS_vector_Pa_personalized_10pct, OSI_personalized_1pct, OSI_personalized_2pct, OSI_personalized_5pct, OSI_personalized_10pct, RRT_1_per_Pa_personalized_1pct, RRT_1_per_Pa_personalized_2pct, RRT_1_per_Pa_personalized_5pct, RRT_1_per_Pa_personalized_10pct, peak_WSS_magnitude_Pa_personalized_1pct, peak_WSS_magnitude_Pa_personalized_2pct, peak_WSS_magnitude_Pa_personalized_5pct ...","Pointwise A4 personalized predictions for 1%, 2%, 5%, and 10% sparse calibration fractions.",,fec43639423d88420d7047ae6236a21bf3821a4732d0ad5376e1798c0de4fbbc,
42,05_DigitalTwin_V3,V3 uncertainty/OOD/Pareto,DEV_Calibration_Curve_Aggregate.csv,Current/Canonical,Core diagnostic output,A1–A3 development,4,4,0.0003,/mnt/data/DigitalTwin_V3_Multiphysics/DEV_Calibration_Curve_Aggregate.csv,spreadsheets_original_csv/05_DigitalTwin_V3/DEV_Calibration_Curve_Aggregate.csv,V3 analysis pipeline (archived outputs; codebook reconstructed reference implementation),"V3 report, V9/V10 figures and discussion","calibration_fraction, mean_R2, mean_Spearman, mean_Top10_overlap",Aggregated development calibration curves used to summarize how reconstruction quality changes as the sparse-label fraction increases.,,06f037be913f74c6ef0705d1ea38dabc00b9c1c3dc1d1a1d6514865e67f0fbb3,
43,05_DigitalTwin_V3,V3 uncertainty/OOD/Pareto,DEV_LOPO_OOD_Distance_Summary.csv,Current/Canonical,Core diagnostic output,A1–A3 development,3,4,0.0002,/mnt/data/DigitalTwin_V3_Multiphysics/DEV_LOPO_OOD_Distance_Summary.csv,spreadsheets_original_csv/05_DigitalTwin_V3/DEV_LOPO_OOD_Distance_Summary.csv,V3 analysis pipeline (archived outputs; codebook reconstructed reference implementation),"V3 report, V9/V10 figures and discussion","heldout_patient, median_knn_distance, p95_knn_distance, p99_knn_distance",Development-fold summary of nearest-neighbor geometry distances used to calibrate local geometry-support/OOD diagnostics.,,d0528659f9dd6500fb47a59c75a1256fe51ff1da4a31e61b90bc38881b9fc45c,
44,05_DigitalTwin_V3,V3 uncertainty/OOD/Pareto,DEV_Personalized_Pointwise_Residuals.csv,Current/Canonical,Core diagnostic output,A1–A3 development,235613,4,9.6075,/mnt/data/DigitalTwin_V3_Multiphysics/DEV_Personalized_Pointwise_Residuals.csv,spreadsheets_original_csv/05_DigitalTwin_V3/DEV_Personalized_Pointwise_Residuals.csv,V3 analysis pipeline (archived outputs; codebook reconstructed reference implementation),"V3 report, V9/V10 figures and discussion","val_patient, target, calibration_fraction, abs_transformed_residual",Pointwise residuals from LOAO sparse personalization on development anatomies; these residuals form the empirical basis for development-calibrated residual bands.,,83c5e2d1db04f66ad2f1d950c809ab48ffed330b32af67860873cb341e612f12,
45,05_DigitalTwin_V3,V3 uncertainty/OOD/Pareto,FIGURE_INDEX.csv,Current/Canonical,Core diagnostic output,Project-wide,41,2,0.0024,/mnt/data/DigitalTwin_V3_Multiphysics/FIGURE_INDEX.csv,spreadsheets_original_csv/05_DigitalTwin_V3/FIGURE_INDEX.csv,V3 analysis pipeline (archived outputs; codebook reconstructed reference implementation),"V3 report, V9/V10 figures and discussion","category, file",Index of generated analysis figures and the data files used to construct them.,,0b37e08d4f8b80d2208f886f6dee2416a26bae9ef90b2a32cd42a7091472e195,
46,05_DigitalTwin_V3,V3 uncertainty/OOD/Pareto,P4_Anchor_Masks.csv,Current/Canonical,Core diagnostic output,A4,4055,5,0.2345,/mnt/data/DigitalTwin_V3_Multiphysics/P4_Anchor_Masks.csv,spreadsheets_original_csv/05_DigitalTwin_V3/P4_Anchor_Masks.csv,V3 analysis pipeline (archived outputs; codebook reconstructed reference implementation),"V3 report, V9/V10 figures and discussion","x_mm, y_mm, z_mm, anchor_5pct, anchor_10pct","Exact pointwise anchor/non-anchor masks for the tested A4 calibration fractions, allowing reproducible identification of calibration and evaluation nodes.",,fec0453ecaa6d874b83d0f577cd1efb7fecb1189fd8bb1b781ab9f730e901740,
47,05_DigitalTwin_V3,V3 uncertainty/OOD/Pareto,P4_Geometry_OOD_Map.csv,Current/Canonical,Core diagnostic output,A4,4055,11,0.6032,/mnt/data/DigitalTwin_V3_Multiphysics/P4_Geometry_OOD_Map.csv,spreadsheets_original_csv/05_DigitalTwin_V3/P4_Geometry_OOD_Map.csv,V3 analysis pipeline (archived outputs; codebook reconstructed reference implementation),"V3 report, V9/V10 figures and discussion","x_mm, y_mm, z_mm, local_ood_pct_vs_holdout_P1, local_ood_pct_vs_holdout_P2, local_ood_pct_vs_holdout_P3, local_ood_percentile_median_pair, local_ood_percentile_mean_pair, local_ood_percentile_max_pair, local_robust_OOD95, local_robust_OOD99",Pointwise A4 geometry-support/OOD scores derived from nearest-neighbor distances in the geometry-feature representation.,,9000d05789763e6d2e719a950fc6e46b5b379036e02d96eeee2ca25648dc9fdb,
48,05_DigitalTwin_V3,V3 uncertainty/OOD/Pareto,P4_Global_Anatomy_Envelope.csv,Current/Canonical,Core diagnostic output,A4,10,9,0.0015,/mnt/data/DigitalTwin_V3_Multiphysics/P4_Global_Anatomy_Envelope.csv,spreadsheets_original_csv/05_DigitalTwin_V3/P4_Global_Anatomy_Envelope.csv,V3 analysis pipeline (archived outputs; codebook reconstructed reference implementation),"V3 report, V9/V10 figures and discussion","feature, P1, P2, P3, P4, development_min, development_max, P4_outside_development_range, outside_distance_in_dev_range_units",Comparison of A4 global geometry descriptors with the range/envelope observed across development anatomies A1–A3.,,faee01b8551c8813d9f01557f631e9626e72bde3987b93a3ba83f9255d4bf3de,
49,05_DigitalTwin_V3,V3 uncertainty/OOD/Pareto,P4_OOD_Error_Association.csv,Current/Canonical,Core diagnostic output,A4,14,5,0.0009,/mnt/data/DigitalTwin_V3_Multiphysics/P4_OOD_Error_Association.csv,spreadsheets_original_csv/05_DigitalTwin_V3/P4_OOD_Error_Association.csv,V3 analysis pipeline (archived outputs; codebook reconstructed reference implementation),"V3 report, V9/V10 figures and discussion","target, calibration_fraction, Spearman_OOD_vs_normalized_abs_error, mean_error_OOD95, mean_error_in_domain",Target-wise association table relating local geometry OOD/support scores to normalized reconstruction errors on A4.,,09a02c9f8d8a907c5726b16c30def2c753169dc1650621be3a2038c64bbd0cfc,
50,05_DigitalTwin_V3,V3 uncertainty/OOD/Pareto,P4_OOD_Summary.csv,Current/Canonical,Core diagnostic output,A4,1,7,0.0002,/mnt/data/DigitalTwin_V3_Multiphysics/P4_OOD_Summary.csv,spreadsheets_original_csv/05_DigitalTwin_V3/P4_OOD_Summary.csv,V3 analysis pipeline (archived outputs; codebook reconstructed reference implementation),"V3 report, V9/V10 figures and discussion","n_points, median_OOD_percentile, p90_OOD_percentile, fraction_OOD95, fraction_OOD99, development_calibration_p95_distance, development_calibration_p99_distance",Summary of A4 OOD-score distribution statistics and the fraction of nodes exceeding defined geometry-shift thresholds.,,26a15a7f0e8b74407ec37e7de650d6425ed18326c84a8af8db8308b13a427a2c,
51,05_DigitalTwin_V3,V3 uncertainty/OOD/Pareto,P4_Pareto_Agreement_Summary.csv,Current/Canonical,Core diagnostic output,A4,4,20,0.0012,/mnt/data/DigitalTwin_V3_Multiphysics/P4_Pareto_Agreement_Summary.csv,spreadsheets_original_csv/05_DigitalTwin_V3/P4_Pareto_Agreement_Summary.csv,V3 analysis pipeline (archived outputs; codebook reconstructed reference implementation),"V3 report, V9/V10 figures and discussion","calibration_fraction, channel, co_burden_Spearman, co_burden_MAE_percentile, co_burden_top10_overlap, joint_topdecile_precision, joint_topdecile_recall, joint_topdecile_F1, joint_topdecile_Jaccard, joint_topdecile_reference_n, joint_topdecile_prediction_n, pareto_front_precision, pareto_front_recall, pareto_front_F1, pareto_front_Jaccard, pareto_front_reference_n, pareto_front_prediction_n, dominance_score_Spearman ...",Summary of predicted-versus-reference agreement for multiphysics co-burden and Pareto/dominance diagnostic channels.,,9401a562a9708be1110a598067f11ad39ed3f3353b220761ce862e75d5238c1d,
52,05_DigitalTwin_V3,V3 uncertainty/OOD/Pareto,P4_Pareto_CoBurden_10pct.csv,Current/Canonical,Core diagnostic output,A4,4055,24,1.1812,/mnt/data/DigitalTwin_V3_Multiphysics/P4_Pareto_CoBurden_10pct.csv,spreadsheets_original_csv/05_DigitalTwin_V3/P4_Pareto_CoBurden_10pct.csv,V3 analysis pipeline (archived outputs; codebook reconstructed reference implementation),"V3 report, V9/V10 figures and discussion","x_mm, y_mm, z_mm, is_calibration_anchor, mechanical_pct_ref, mechanical_pct_pred, peakWSS_pct_ref, peakWSS_pct_pred, RRT_pct_ref, RRT_pct_pred, high_shear_co_burden_ref, high_shear_co_burden_pred, high_shear_co_burden_abs_error, high_shear_joint_topdecile_ref, high_shear_joint_topdecile_pred, high_shear_pareto_front_ref, high_shear_pareto_front_pred, residence_oscillation_co_burden_ref ...","Pointwise A4 co-burden, percentile, dominance, and Pareto diagnostics at the 10% sparse-calibration setting.",,ccdbdb3c795de051d229ce7334bf6e7aa17ec00b2ecc6bf2384fa58afd3026b0,
53,05_DigitalTwin_V3,V3 uncertainty/OOD/Pareto,P4_Pareto_CoBurden_5pct.csv,Current/Canonical,Core diagnostic output,A4,4055,30,1.598,/mnt/data/DigitalTwin_V3_Multiphysics/P4_Pareto_CoBurden_5pct.csv,spreadsheets_original_csv/05_DigitalTwin_V3/P4_Pareto_CoBurden_5pct.csv,V3 analysis pipeline (archived outputs; codebook reconstructed reference implementation),"V3 report, V9/V10 figures and discussion","x_mm, y_mm, z_mm, is_calibration_anchor, mechanical_pct_ref, mechanical_pct_pred, peakWSS_pct_ref, peakWSS_pct_pred, RRT_pct_ref, RRT_pct_pred, high_shear_co_burden_ref, high_shear_co_burden_pred, high_shear_co_burden_abs_error, high_shear_joint_topdecile_ref, high_shear_joint_topdecile_pred, high_shear_pareto_front_ref, high_shear_pareto_front_pred, residence_oscillation_co_burden_ref ...","Pointwise A4 co-burden, percentile, dominance, and Pareto diagnostics at the 5% primary secondary-analysis setting.",,d7e3df299a44a1c73e5929c83f9a6d7b13b08ddec92d245bf90ee294214f714c,
54,05_DigitalTwin_V3,V3 uncertainty/OOD/Pareto,P4_Personalized_Uncertainty_10pct.csv,Current/Canonical,Core diagnostic output,A4,4055,39,2.7332,/mnt/data/DigitalTwin_V3_Multiphysics/P4_Personalized_Uncertainty_10pct.csv,spreadsheets_original_csv/05_DigitalTwin_V3/P4_Personalized_Uncertainty_10pct.csv,V3 analysis pipeline (archived outputs; codebook reconstructed reference implementation),"V3 report, V9/V10 figures and discussion","x_mm, y_mm, z_mm, is_calibration_anchor, TAWSS_vector_Pa_pred, TAWSS_vector_Pa_lo90, TAWSS_vector_Pa_hi90, TAWSS_vector_Pa_interval_width, TAWSS_vector_Pa_width_over_trainIQR, OSI_pred, OSI_lo90, OSI_hi90, OSI_interval_width, OSI_width_over_trainIQR, RRT_1_per_Pa_pred, RRT_1_per_Pa_lo90, RRT_1_per_Pa_hi90, RRT_1_per_Pa_interval_width ...",A4 10% sparse-calibration predictions with empirical residual-band lower/upper bounds and interval-width diagnostics.,,f8c7d9424c29fa3aaef5f626113ca3c1bc2f660743c4e33d51ca11d73091502f,
55,05_DigitalTwin_V3,V3 uncertainty/OOD/Pareto,P4_Personalized_Uncertainty_5pct.csv,Current/Canonical,Core diagnostic output,A4,4055,39,2.7269,/mnt/data/DigitalTwin_V3_Multiphysics/P4_Personalized_Uncertainty_5pct.csv,spreadsheets_original_csv/05_DigitalTwin_V3/P4_Personalized_Uncertainty_5pct.csv,V3 analysis pipeline (archived outputs; codebook reconstructed reference implementation),"V3 report, V9/V10 figures and discussion","x_mm, y_mm, z_mm, is_calibration_anchor, TAWSS_vector_Pa_pred, TAWSS_vector_Pa_lo90, TAWSS_vector_Pa_hi90, TAWSS_vector_Pa_interval_width, TAWSS_vector_Pa_width_over_trainIQR, OSI_pred, OSI_lo90, OSI_hi90, OSI_interval_width, OSI_width_over_trainIQR, RRT_1_per_Pa_pred, RRT_1_per_Pa_lo90, RRT_1_per_Pa_hi90, RRT_1_per_Pa_interval_width ...",A4 5% sparse-calibration predictions with empirical residual-band lower/upper bounds and interval-width diagnostics.,,81b370be51b586d69743ce9cafbfaa8caa388d9a049eeb51bb844f9a14d7da47,
56,05_DigitalTwin_V3,V3 uncertainty/OOD/Pareto,P4_Uncertainty_Coverage_Summary.csv,Current/Canonical,Core diagnostic output,A4,14,6,0.0014,/mnt/data/DigitalTwin_V3_Multiphysics/P4_Uncertainty_Coverage_Summary.csv,spreadsheets_original_csv/05_DigitalTwin_V3/P4_Uncertainty_Coverage_Summary.csv,V3 analysis pipeline (archived outputs; codebook reconstructed reference implementation),"V3 report, V9/V10 figures and discussion","target, calibration_fraction, q90_transformed_residual, P4_nonanchor_coverage, median_width_over_trainIQR, p95_width_over_trainIQR",Target-level summary of empirical residual-band coverage and interval widths normalized by the development target IQR.,,a28ffa652a51b82da2269ed7f14549c0bee896f70034090bdcd6defbc5f179a8,
57,05_DigitalTwin_V3,V3 uncertainty/OOD/Pareto,P4_V3_Master_Pointwise_Table.csv,Current/Canonical,Core diagnostic output,A4,4055,81,4.9688,/mnt/data/DigitalTwin_V3_Multiphysics/P4_V3_Master_Pointwise_Table.csv,spreadsheets_original_csv/05_DigitalTwin_V3/P4_V3_Master_Pointwise_Table.csv,V3 analysis pipeline (archived outputs; codebook reconstructed reference implementation),"V3 report, V9/V10 figures and discussion","x_mm, y_mm, z_mm, TAWSS_vector_Pa, OSI, RRT_1_per_Pa, peak_WSS_magnitude_Pa, VM_cycle_max_Pa, VM_stress_amplitude_Pa, VM_temporal_mean_Pa, anchor_5pct, anchor_10pct, TAWSS_vector_Pa_zero_shot_pred, TAWSS_vector_Pa_personalized_5pct, TAWSS_vector_Pa_personalized_10pct, TAWSS_vector_Pa_abs_error_5pct, TAWSS_vector_Pa_uncertainty_width_norm_5pct, OSI_zero_shot_pred ...","V3 master pointwise table combining geometry, reference fields, predictions, anchor masks, OOD/support scores, uncertainty diagnostics, and multiphysics diagnostic variables for A4.",,c2fa5a2c5cb9da87097bb57a5d94d6b97975fa5df2b923b69de5c7f4790c9352,
58,05_DigitalTwin_V3,V3 uncertainty/OOD/Pareto,V3_PRIMARY_5PCT_TARGET_SUMMARY.csv,Current/Canonical,Core diagnostic output,Project-wide,7,13,0.0015,/mnt/data/DigitalTwin_V3_Multiphysics/V3_PRIMARY_5PCT_TARGET_SUMMARY.csv,spreadsheets_original_csv/05_DigitalTwin_V3/V3_PRIMARY_5PCT_TARGET_SUMMARY.csv,V3 analysis pipeline (archived outputs; codebook reconstructed reference implementation),"V3 report, V9/V10 figures and discussion","target, calibration_fraction, n_calibration, n_evaluation, R2, MAE, RMSE, Spearman, Top10_overlap, q90_transformed_residual, P4_nonanchor_coverage, median_width_over_trainIQR, p95_width_over_trainIQR",Target-level V3 summary for the primary 5% sparse-calibration secondary-analysis setting.,,21aa62f2e2fc6ec57b2620685080931f896f8e26bcb42c396045cded2bf763df,
59,05_DigitalTwin_V3,V3 figure support,FIGURE_DISPLAY_BOUNDS.csv,Figure support,Core diagnostic output,Project-wide,7,4,0.0005,/mnt/data/_v3pkg/FIGURE_DISPLAY_BOUNDS.csv,spreadsheets_original_csv/05_DigitalTwin_V3/FIGURE_DISPLAY_BOUNDS.csv,V3 figure preparation,V3 spatial figures,"target, display_lower_1pct_combined, display_upper_99pct_combined, reference_prediction_same_scale","Fixed/shared display bounds for spatial figure color scales, used to keep reference-versus-prediction visual comparisons consistent and fair.",,afc9be8a515fd58ef690136f9865b0eccb92b95d0836137535820bcfbc8e7b01,
60,06_Final_4Anatomy_Consolidated,Final consolidated pipeline,DEV_LOPO_AllCandidates.csv,Current/Canonical,Sensitivity/archive,A1–A3 development,63,10,0.0097,/mnt/data/DigitalTwin_Final_4Patient/DEV_LOPO_AllCandidates.csv,spreadsheets_original_csv/06_Final_4Anatomy_Consolidated/DEV_LOPO_AllCandidates.csv,Final 4-anatomy consolidation scripts,Manuscript sensitivity and archive,"target, candidate, val_patient, R2, MAE, RMSE, NMAE_IQR, Spearman, Top10_overlap, R2_log1p",Consolidated development candidate-evaluation results included in the final four-anatomy analysis package.,,59e11ad5650756d8005b80be9c9e3bab3390715834c98bfa051e0830711f51bc,
61,06_Final_4Anatomy_Consolidated,Final consolidated pipeline,DEV_LOPO_OOF_Predictions.csv,Current/Canonical,Sensitivity/archive,A1–A3 development,29786,18,8.9452,/mnt/data/DigitalTwin_Final_4Patient/DEV_LOPO_OOF_Predictions.csv,spreadsheets_original_csv/06_Final_4Anatomy_Consolidated/DEV_LOPO_OOF_Predictions.csv,Final 4-anatomy consolidation scripts,Manuscript sensitivity and archive,"patient, x_mm, y_mm, z_mm, TAWSS_vector_Pa_truth, TAWSS_vector_Pa_pred, OSI_truth, OSI_pred, RRT_1_per_Pa_truth, RRT_1_per_Pa_pred, peak_WSS_magnitude_Pa_truth, peak_WSS_magnitude_Pa_pred, VM_cycle_max_Pa_truth, VM_cycle_max_Pa_pred, VM_stress_amplitude_Pa_truth, VM_stress_amplitude_Pa_pred, VM_temporal_mean_Pa_truth, VM_temporal_mean_Pa_pred",Consolidated development out-of-fold predictions included in the final analysis package.,,692fc5d479473b847c1a5bf6fbd49fef91239624049e5506bebf0275f504eb4c,
62,06_Final_4Anatomy_Consolidated,Final consolidated pipeline,DEV_PERSONALIZATION_LOPO.csv,Current/Canonical,Sensitivity/archive,A1–A3 development,84,12,0.0133,/mnt/data/DigitalTwin_Final_4Patient/DEV_PERSONALIZATION_LOPO.csv,spreadsheets_original_csv/06_Final_4Anatomy_Consolidated/DEV_PERSONALIZATION_LOPO.csv,Final 4-anatomy consolidation scripts,Manuscript sensitivity and archive,"val_patient, target, calibration_fraction, n_calibration, n_evaluation, R2, MAE, RMSE, NMAE_IQR, Spearman, Top10_overlap, R2_log1p",Detailed LOAO sparse-personalization results included in the final consolidated analysis package.,,bafa2dab0849f8992dbe29bbafc8368eb0b788f40953f6be7f56d83f84ebbd5e,
63,06_Final_4Anatomy_Consolidated,Final consolidated pipeline,DEV_PERSONALIZATION_SUMMARY.csv,Current/Canonical,Sensitivity/archive,A1–A3 development,28,7,0.0032,/mnt/data/DigitalTwin_Final_4Patient/DEV_PERSONALIZATION_SUMMARY.csv,spreadsheets_original_csv/06_Final_4Anatomy_Consolidated/DEV_PERSONALIZATION_SUMMARY.csv,Final 4-anatomy consolidation scripts,Manuscript sensitivity and archive,"target, calibration_fraction, mean_R2, min_R2, mean_Spearman, mean_Top10_overlap, mean_NMAE_IQR",Consolidated development personalization summary included in the final analysis package.,,b4d166026c6419bb94cb271b7122edf4ea56de8408977ac696cb1474f81dad52,
64,06_Final_4Anatomy_Consolidated,Final consolidated pipeline,DEV_SelectedModels.csv,Current/Canonical,Sensitivity/archive,A1–A3 development,7,22,0.003,/mnt/data/DigitalTwin_Final_4Patient/DEV_SelectedModels.csv,spreadsheets_original_csv/06_Final_4Anatomy_Consolidated/DEV_SelectedModels.csv,Final 4-anatomy consolidation scripts,Manuscript sensitivity and archive,"target, selected_model, mean_R2, min_R2, mean_MAE, min_MAE, mean_RMSE, min_RMSE, mean_NMAE_IQR, min_NMAE_IQR, mean_Spearman, min_Spearman, mean_Top10_overlap, min_Top10_overlap, mean_R2_log1p, min_R2_log1p, R2_holdout_P1, Spearman_holdout_P1 ...",Target-specific development-selected models included in the final consolidated analysis package.,,f39ca169dc142419a6fc6cad7b4c1560c553d9b3a9bfba1e1e678b01ce6723f2,
65,06_Final_4Anatomy_Consolidated,Final consolidated pipeline,P4_PERSONALIZED_METRICS.csv,Current/Canonical,Sensitivity/archive,A4,28,11,0.0045,/mnt/data/DigitalTwin_Final_4Patient/P4_PERSONALIZED_METRICS.csv,spreadsheets_original_csv/06_Final_4Anatomy_Consolidated/P4_PERSONALIZED_METRICS.csv,Final 4-anatomy consolidation scripts,Manuscript sensitivity and archive,"target, calibration_fraction, n_calibration, n_evaluation, R2, MAE, RMSE, NMAE_IQR, Spearman, Top10_overlap, R2_log1p",Final consolidated A4 sparse-personalization metrics for the evaluated calibration fractions.,,a8d33c173c454d77c63cc2cec24683e0c05d2d77dd78ceadf3f6cc294d71c200,
66,06_Final_4Anatomy_Consolidated,Final consolidated pipeline,P4_PERSONALIZED_PREDICTIONS.csv,Current/Canonical,Sensitivity/archive,A4,4055,31,2.2418,/mnt/data/DigitalTwin_Final_4Patient/P4_PERSONALIZED_PREDICTIONS.csv,spreadsheets_original_csv/06_Final_4Anatomy_Consolidated/P4_PERSONALIZED_PREDICTIONS.csv,Final 4-anatomy consolidation scripts,Manuscript sensitivity and archive,"x_mm, y_mm, z_mm, TAWSS_vector_Pa_personalized_1pct, TAWSS_vector_Pa_personalized_2pct, TAWSS_vector_Pa_personalized_5pct, TAWSS_vector_Pa_personalized_10pct, OSI_personalized_1pct, OSI_personalized_2pct, OSI_personalized_5pct, OSI_personalized_10pct, RRT_1_per_Pa_personalized_1pct, RRT_1_per_Pa_personalized_2pct, RRT_1_per_Pa_personalized_5pct, RRT_1_per_Pa_personalized_10pct, peak_WSS_magnitude_Pa_personalized_1pct, peak_WSS_magnitude_Pa_personalized_2pct, peak_WSS_magnitude_Pa_personalized_5pct ...",Final consolidated pointwise A4 sparse-personalization predictions.,,8e75f281ef7fc4be5e4fd8f85163b98adf5b3956aee7b8ae9f6ade96c7706695,
67,06_Final_4Anatomy_Consolidated,Final consolidated pipeline,P4_ZERO_SHOT_METRICS.csv,Current/Canonical,Sensitivity/archive,A4,7,9,0.0012,/mnt/data/DigitalTwin_Final_4Patient/P4_ZERO_SHOT_METRICS.csv,spreadsheets_original_csv/06_Final_4Anatomy_Consolidated/P4_ZERO_SHOT_METRICS.csv,Final 4-anatomy consolidation scripts,Manuscript sensitivity and archive,"R2, MAE, RMSE, NMAE_IQR, Spearman, Top10_overlap, R2_log1p, Interval90_coverage, target",Final consolidated A4 zero-shot performance metrics.,,02f186bd77c39922257148281318a930087456f1e6fddec04aece5399102a1ad,
68,06_Final_4Anatomy_Consolidated,Final consolidated pipeline,P4_ZERO_SHOT_PREDICTIONS.csv,Current/Canonical,Sensitivity/archive,A4,4055,24,1.7571,/mnt/data/DigitalTwin_Final_4Patient/P4_ZERO_SHOT_PREDICTIONS.csv,spreadsheets_original_csv/06_Final_4Anatomy_Consolidated/P4_ZERO_SHOT_PREDICTIONS.csv,Final 4-anatomy consolidation scripts,Manuscript sensitivity and archive,"x_mm, y_mm, z_mm, TAWSS_vector_Pa_pred, TAWSS_vector_Pa_lo90, TAWSS_vector_Pa_hi90, OSI_pred, OSI_lo90, OSI_hi90, RRT_1_per_Pa_pred, RRT_1_per_Pa_lo90, RRT_1_per_Pa_hi90, peak_WSS_magnitude_Pa_pred, peak_WSS_magnitude_Pa_lo90, peak_WSS_magnitude_Pa_hi90, VM_cycle_max_Pa_pred, VM_cycle_max_Pa_lo90, VM_cycle_max_Pa_hi90 ...",Final consolidated pointwise A4 zero-shot predictions.,,bddd86f20fac954dd8190d89ea7fa518c1d918db9bb70893abe1e812384c2fda,
69,06_Final_4Anatomy_Consolidated,Final consolidated pipeline,P2_ABLATION_PERSONALIZED.csv,Current/Canonical,Sensitivity/archive,A2 ablation,28,23,0.0102,/mnt/data/DigitalTwin_Final_4Patient/P2_ABLATION_PERSONALIZED.csv,spreadsheets_original_csv/06_Final_4Anatomy_Consolidated/P2_ABLATION_PERSONALIZED.csv,Final 4-anatomy consolidation scripts,Manuscript sensitivity and archive,"target, calibration_fraction, n_calibration_P123, n_evaluation_P123, R2_P123, MAE_P123, RMSE_P123, NMAE_IQR, Spearman_P123, Top10_overlap_P123, R2_log1p, n_calibration_P13, n_evaluation_P13, R2_P13, MAE_P13, RMSE_P13, Spearman_P13, Top10_overlap_P13 ...",Sensitivity results comparing sparse-personalization behavior with versus without anatomy A2 in the development prior.,,ef788d94707e932dcf14c868bb252ba8f8459ee76afdc3f9e18ceeaa3c371c32,
70,06_Final_4Anatomy_Consolidated,Final consolidated pipeline,P2_ABLATION_ZERO_SHOT.csv,Current/Canonical,Sensitivity/archive,A2 ablation,7,20,0.0029,/mnt/data/DigitalTwin_Final_4Patient/P2_ABLATION_ZERO_SHOT.csv,spreadsheets_original_csv/06_Final_4Anatomy_Consolidated/P2_ABLATION_ZERO_SHOT.csv,Final 4-anatomy consolidation scripts,Manuscript sensitivity and archive,"R2_P123, MAE_P123, RMSE_P123, NMAE_IQR, Spearman_P123, Top10_overlap_P123, R2_log1p, Interval90_coverage_P123, target, R2_P13, MAE_P13, RMSE_P13, Spearman_P13, Top10_overlap_P13, Interval90_coverage_P13, delta_R2_P123_minus_P13, delta_Spearman_P123_minus_P13, delta_Top10_overlap_P123_minus_P13 ...",Sensitivity results comparing A4 zero-shot behavior with versus without anatomy A2 in the development prior.,,424f1759e01a856256c1b27287271f4b6f16ebd681724214c8fb813737c7582e,
71,07_Sensitivity_Ablations,P2 cohort ablation,P13_Training_Table.csv,Post-hoc sensitivity,Sensitivity/archive,A1+A3 sensitivity,11394,32,6.3535,/mnt/data/DigitalTwin_P13_ZeroShot/P13_Training_Table.csv,spreadsheets_original_csv/07_Sensitivity_Ablations/P13_Training_Table.csv,P13 sensitivity scripts,Cohort-sensitivity audit,"x_mm, y_mm, z_mm, s_norm, dist_nearest_end, radial_norm, local_radius_over_length, local_radius_over_median, local_radius_over_large_end, local_radius_gradient, curvature_1_per_mm, curvature_radius, curvature_side, tangent_alignment_main_axis, centerline_length_mm, mean_radius_over_length, max_radius_over_length, global_expansion_ratio ...",Development table using A1+A3 only for P2-ablation sensitivity.,,e9e05101bc614149a501b614dd17d3e14035c474cf95062d5dc38590636e44a3,
